airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,price
Vistara,2019-03-06,Mumbai,Hyderabad,11:55:00,22:55:00,660,1,12395
Jet Airways,2019-03-18,Banglore,Delhi,11:40:00,20:20:00,520,1,13555
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,08:15:00,800,1,12681
Multiple carriers,2019-06-01,Delhi,Cochin,08:45:00,19:15:00,630,1,10261
SpiceJet,2019-05-09,Kolkata,Banglore,15:55:00,21:25:00,330,1,8224
Air India,2019-03-12,Banglore,Delhi,06:45:00,23:15:00,990,1,11602
Multiple carriers,2019-05-18,Delhi,Cochin,11:40:00,19:15:00,455,1,9211
IndiGo,2019-03-03,Chennai,Kolkata,22:05:00,00:25:00,140,0,5277
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,19:00:00,1005,1,14714
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,2,10975
Air India,2019-06-12,Delhi,Cochin,20:30:00,08:15:00,705,1,8991
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1,14781
Jet Airways,2019-03-18,Banglore,Delhi,08:00:00,13:15:00,315,1,12284
Air India,2019-03-12,Mumbai,Hyderabad,09:15:00,09:15:00,1440,1,8065
IndiGo,2019-03-03,Delhi,Cochin,07:35:00,22:20:00,885,1,11600
Air India,2019-06-24,Delhi,Cochin,12:00:00,07:40:00,1180,2,9548
Air India,2019-06-27,Banglore,Delhi,17:00:00,19:45:00,165,0,6961
IndiGo,2019-06-24,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
SpiceJet,2019-06-21,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,19:45:00,2245,2,9296
Multiple carriers,2019-06-03,Delhi,Cochin,08:00:00,19:15:00,675,1,15058
Air India,2019-03-06,Mumbai,Hyderabad,16:00:00,23:45:00,465,1,11678
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1,10844
IndiGo,2019-06-01,Delhi,Cochin,20:25:00,01:30:00,305,1,6593
Air India,2019-04-24,Banglore,Delhi,10:00:00,12:45:00,165,0,6121
Vistara,2019-04-09,Banglore,Delhi,19:30:00,22:15:00,165,0,5613
Multiple carriers,2019-03-09,Delhi,Cochin,06:40:00,19:45:00,785,1,12615
Multiple carriers,2019-03-27,Delhi,Cochin,10:20:00,21:00:00,640,1,6637
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,19:00:00,1530,1,12373
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,19:50:00,1640,1,7064
Jet Airways,2019-05-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,5678
IndiGo,2019-03-03,Banglore,Delhi,01:30:00,04:15:00,165,0,6860
Air India,2019-06-24,Delhi,Cochin,06:50:00,07:40:00,1490,2,13381
IndiGo,2019-04-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,4174
Vistara,2019-05-21,Banglore,Delhi,19:30:00,22:15:00,165,0,4878
IndiGo,2019-03-21,Delhi,Cochin,14:30:00,17:35:00,185,0,5406
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25:00,1165,2,15107
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,10:05:00,775,1,12446
Air India,2019-05-06,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3625
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,22:35:00,510,1,10844
SpiceJet,2019-05-24,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,1965
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,590,1,17024
SpiceJet,2019-04-09,Banglore,Delhi,21:10:00,00:05:00,175,0,3971
IndiGo,2019-03-24,Banglore,Delhi,08:30:00,11:30:00,180,0,7303
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,20:20:00,790,1,9345
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2,9254
IndiGo,2019-03-09,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,4392
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2,13376
IndiGo,2019-06-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,2754
Air India,2019-05-09,Banglore,Delhi,17:00:00,19:45:00,165,0,5228
Air India,2019-05-24,Kolkata,Banglore,05:50:00,13:15:00,445,2,7662
Jet Airways,2019-04-21,Delhi,Cochin,11:00:00,14:15:00,195,0,7202
Jet Airways,2019-05-01,Banglore,Delhi,11:10:00,14:05:00,175,0,4030
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:55:00,945,1,12732
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,23:35:00,425,1,14571
IndiGo,2019-03-06,Kolkata,Banglore,20:25:00,23:05:00,160,0,4778
Jet Airways,2019-03-01,Banglore,Delhi,08:00:00,16:10:00,490,1,22270
SpiceJet,2019-03-21,Chennai,Kolkata,09:30:00,12:05:00,155,0,3384
Multiple carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,480,1,8073
Air India,2019-06-03,Delhi,Cochin,18:05:00,21:10:00,185,0,6934
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,12:35:00,1505,1,12373
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,945,1,13941
Air India,2019-06-12,Kolkata,Banglore,20:30:00,13:45:00,1035,2,12224
Multiple carriers,2019-06-24,Delhi,Cochin,06:00:00,21:00:00,900,1,7740
IndiGo,2019-03-15,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,3175
IndiGo,2019-03-21,Banglore,Delhi,04:00:00,06:50:00,170,0,4777
SpiceJet,2019-06-24,Banglore,Delhi,05:55:00,08:35:00,160,0,3625
Air India,2019-03-18,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,3100
IndiGo,2019-06-12,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227
IndiGo,2019-05-21,Delhi,Cochin,17:10:00,01:30:00,500,1,6794
Jet Airways,2019-06-15,Banglore,Delhi,18:55:00,22:00:00,185,0,8016
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1,14714
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,19:00:00,660,1,12373
Jet Airways,2019-06-12,Delhi,Cochin,06:45:00,04:25:00,1300,2,10919
IndiGo,2019-05-27,Chennai,Kolkata,14:45:00,17:05:00,140,0,3597
Air India,2019-05-18,Kolkata,Banglore,08:20:00,21:50:00,810,2,10697
Air India,2019-04-09,Delhi,Cochin,05:10:00,08:00:00,170,0,4729
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,19:45:00,1285,1,17024
Multiple carriers,2019-04-09,Delhi,Cochin,17:45:00,01:30:00,465,1,8535
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,08:15:00,800,1,8586
IndiGo,2019-05-15,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Air India,2019-06-27,Delhi,Cochin,08:00:00,19:15:00,675,1,8372
Air India,2019-03-24,Banglore,Delhi,06:55:00,13:20:00,385,1,7932
SpiceJet,2019-03-01,Chennai,Kolkata,09:30:00,12:05:00,155,0,7298
SpiceJet,2019-03-21,Delhi,Cochin,08:45:00,13:15:00,270,1,6460
Air India,2019-05-15,Delhi,Cochin,20:30:00,23:00:00,1590,1,8907
Vistara,2019-06-12,Banglore,Delhi,07:00:00,09:40:00,160,0,4668
Jet Airways,2019-06-24,Banglore,Delhi,18:55:00,22:00:00,185,0,6478
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,20:20:00,1525,1,11087
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,04:40:00,450,1,13941
Air India,2019-06-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,16376
Jet Airways,2019-04-27,Banglore,Delhi,19:50:00,22:50:00,180,0,4544
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,19:00:00,715,1,16289
Multiple carriers,2019-06-12,Delhi,Cochin,10:00:00,21:00:00,660,1,13587
SpiceJet,2019-03-18,Kolkata,Banglore,06:55:00,09:35:00,160,0,4465
IndiGo,2019-06-01,Kolkata,Banglore,14:25:00,16:55:00,150,0,6064
SpiceJet,2019-04-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,2017
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15:00,1595,2,14221
GoAir,2019-04-03,Delhi,Cochin,10:35:00,19:35:00,540,1,5135
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25:00,1165,2,15422
Air India,2019-03-18,Banglore,Delhi,08:50:00,16:30:00,1900,2,10835
IndiGo,2019-06-09,Delhi,Cochin,09:15:00,01:30:00,975,1,6628
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,19:00:00,1295,2,10588
Multiple carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,6943
Air India,2019-04-12,Banglore,Delhi,06:10:00,08:55:00,165,0,5911
Air India,2019-06-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,13381
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,04:25:00,550,1,10262
Air India,2019-05-01,Kolkata,Banglore,07:00:00,16:15:00,555,1,10203
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,10:05:00,1200,1,9663
IndiGo,2019-04-18,Delhi,Cochin,14:20:00,17:35:00,195,0,6015
SpiceJet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,3841
IndiGo,2019-04-27,Delhi,Cochin,02:00:00,07:45:00,345,1,7173
Jet Airways,2019-03-18,Banglore,Delhi,08:55:00,15:15:00,380,1,12284
Multiple carriers,2019-05-18,Delhi,Cochin,11:30:00,19:15:00,465,1,14533
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,14676
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,04:25:00,1380,2,16389
SpiceJet,2019-03-12,Chennai,Kolkata,09:30:00,12:05:00,155,0,6300
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,12:35:00,1025,2,13029
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,09:20:00,1495,1,9663
IndiGo,2019-06-12,Kolkata,Banglore,09:20:00,14:15:00,295,1,11160
Multiple carriers,2019-04-09,Delhi,Cochin,08:30:00,19:00:00,630,1,10877
Air India,2019-06-03,Delhi,Cochin,12:00:00,07:40:00,1180,2,8603
IndiGo,2019-04-21,Delhi,Cochin,06:50:00,12:10:00,320,1,6968
IndiGo,2019-03-09,Delhi,Cochin,02:00:00,07:45:00,345,1,7060
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,19:45:00,2245,2,12273
IndiGo,2019-03-03,Chennai,Kolkata,19:35:00,21:55:00,140,0,7295
SpiceJet,2019-06-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,2753
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,10:05:00,1055,1,14781
Jet Airways,2019-03-12,Banglore,Delhi,20:35:00,23:00:00,1585,1,11087
Air India,2019-05-27,Delhi,Cochin,17:40:00,23:00:00,320,1,7174
IndiGo,2019-04-12,Banglore,Delhi,18:25:00,21:20:00,175,0,4990
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,08:15:00,665,1,9663
Air India,2019-06-01,Delhi,Cochin,16:55:00,19:15:00,1580,2,13801
Vistara,2019-03-03,Banglore,Delhi,16:00:00,18:35:00,155,0,13383
Multiple carriers,2019-03-21,Delhi,Cochin,09:00:00,21:00:00,720,1,6883
GoAir,2019-06-15,Delhi,Cochin,10:35:00,19:35:00,540,1,4959
IndiGo,2019-03-09,Mumbai,Hyderabad,02:30:00,04:00:00,90,0,4784
Jet Airways,2019-03-21,Banglore,Delhi,05:45:00,16:10:00,625,1,7832
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325,1,12373
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,3205
Air India,2019-05-27,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,3100
Jet Airways,2019-06-27,Delhi,Cochin,19:30:00,12:35:00,1025,2,13764
Multiple carriers,2019-03-21,Delhi,Cochin,13:00:00,01:35:00,755,1,8098
Multiple carriers,2019-06-03,Delhi,Cochin,13:15:00,22:30:00,555,1,9646
Vistara,2019-05-21,Delhi,Cochin,06:00:00,09:10:00,190,0,6741
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,535,2,13029
Air India,2019-06-06,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,3100
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1,7064
Jet Airways,2019-03-06,Banglore,Delhi,16:55:00,10:25:00,1050,1,17261
Jet Airways,2019-05-03,Banglore,Delhi,15:15:00,18:10:00,175,0,4544
SpiceJet,2019-06-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,3873
Air India,2019-06-01,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,3100
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,12:35:00,1145,1,12373
SpiceJet,2019-04-24,Banglore,Delhi,21:10:00,00:05:00,175,0,3625
SpiceJet,2019-06-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1,12373
IndiGo,2019-06-03,Chennai,Kolkata,05:15:00,07:40:00,145,0,3540
Air India,2019-06-06,Kolkata,Banglore,07:00:00,05:25:00,1345,2,12009
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,20:20:00,1440,1,8452
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,14:25:00,1080,1,11467
IndiGo,2019-05-15,Delhi,Cochin,09:15:00,01:30:00,975,1,7503
Air India,2019-06-12,Banglore,Delhi,10:00:00,12:45:00,165,0,6961
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,16:20:00,475,1,12996
Air India,2019-06-06,Delhi,Cochin,12:55:00,19:15:00,1820,2,12646
Jet Airways,2019-04-15,Banglore,Delhi,07:10:00,10:10:00,180,0,7229
Air India,2019-05-21,Kolkata,Banglore,09:25:00,07:55:00,1350,1,8891
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,10:55:00,1520,1,10539
Air India,2019-05-21,Kolkata,Banglore,10:00:00,01:20:00,920,2,13033
GoAir,2019-06-01,Delhi,Cochin,07:00:00,12:55:00,355,1,5457
SpiceJet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,1965
IndiGo,2019-05-27,Banglore,Delhi,13:00:00,15:50:00,170,0,3943
IndiGo,2019-06-27,Delhi,Cochin,23:30:00,04:35:00,305,1,9165
IndiGo,2019-06-06,Delhi,Cochin,16:00:00,01:30:00,570,1,6316
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,22:35:00,510,1,14781
Air India,2019-05-24,Kolkata,Banglore,09:25:00,10:30:00,1505,2,12797
Air Asia,2019-04-18,Banglore,Delhi,11:10:00,13:55:00,165,0,4483
Multiple carriers,2019-05-15,Delhi,Cochin,11:40:00,19:00:00,440,1,10529
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,1,7480
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,16:20:00,590,1,13941
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,08:15:00,800,1,13044
Jet Airways,2019-03-15,Banglore,Delhi,05:45:00,11:25:00,340,1,9134
Air India,2019-03-15,Banglore,Delhi,11:50:00,13:00:00,1510,1,8032
Jet Airways,2019-06-12,Delhi,Cochin,07:05:00,12:35:00,330,1,16289
IndiGo,2019-06-18,Chennai,Kolkata,19:35:00,21:55:00,140,0,3597
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,20:45:00,1485,1,10844
IndiGo,2019-05-12,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4049
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025,2,13014
IndiGo,2019-03-27,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,4392
IndiGo,2019-04-15,Delhi,Cochin,17:05:00,22:15:00,310,1,5912
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180,0,5198
Jet Airways,2019-05-09,Delhi,Cochin,19:10:00,19:00:00,1430,2,15129
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1,6287
Air India,2019-04-18,Delhi,Cochin,14:10:00,17:10:00,180,0,6094
Air India,2019-03-03,Banglore,Delhi,08:15:00,12:15:00,240,1,6273
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,12:35:00,1355,1,12898
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,23:30:00,215,1,6857
Vistara,2019-05-15,Delhi,Cochin,06:00:00,09:10:00,190,0,6216
Air India,2019-06-12,Delhi,Cochin,09:45:00,09:25:00,1420,1,7480
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35:00,365,1,14571
Air India,2019-05-15,Kolkata,Banglore,16:50:00,07:55:00,905,1,8891
IndiGo,2019-06-15,Delhi,Cochin,17:05:00,22:25:00,320,1,6147
Air India,2019-06-09,Delhi,Cochin,14:10:00,17:10:00,180,0,6094
Multiple carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1,10529
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1,10262
IndiGo,2019-04-01,Banglore,Delhi,00:30:00,03:25:00,175,0,4423
SpiceJet,2019-03-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,7298
Multiple carriers,2019-06-01,Delhi,Cochin,14:55:00,22:30:00,455,1,7038
IndiGo,2019-04-21,Kolkata,Banglore,11:30:00,14:05:00,155,0,5644
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,12:35:00,1595,1,12373
SpiceJet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,2017
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,12373
Jet Airways,2019-06-27,Delhi,Cochin,09:25:00,04:25:00,1140,2,13882
Jet Airways,2019-06-06,Banglore,Delhi,18:55:00,22:00:00,185,0,7229
IndiGo,2019-03-21,Banglore,Delhi,10:10:00,13:00:00,170,0,4777
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0,5198
IndiGo,2019-06-09,Kolkata,Banglore,21:00:00,02:15:00,315,1,6911
Air India,2019-05-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,4667
Multiple carriers,2019-06-27,Delhi,Cochin,19:00:00,01:30:00,390,1,7198
Jet Airways,2019-04-03,Banglore,Delhi,18:55:00,22:00:00,185,0,7229
Air India,2019-03-21,Delhi,Cochin,05:10:00,08:00:00,170,0,5674
SpiceJet,2019-06-09,Chennai,Kolkata,08:20:00,10:35:00,135,0,3597
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,10844
IndiGo,2019-05-15,Delhi,Cochin,06:50:00,22:30:00,940,1,6442
Jet Airways,2019-03-21,Delhi,Cochin,20:50:00,04:25:00,455,1,14189
Air India,2019-03-27,Delhi,Cochin,05:55:00,19:15:00,2240,2,8446
Jet Airways,2019-04-09,Banglore,Delhi,18:55:00,22:00:00,185,0,7229
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,09:30:00,725,1,13817
IndiGo,2019-04-03,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,2754
IndiGo,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1,13611
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1,15400
Air India,2019-03-18,Banglore,Delhi,17:25:00,10:35:00,1030,2,12568
IndiGo,2019-06-03,Delhi,Cochin,15:10:00,20:00:00,290,1,6493
SpiceJet,2019-06-06,Banglore,Delhi,05:55:00,08:35:00,160,0,3625
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655,1,10844
Multiple carriers,2019-05-21,Delhi,Cochin,10:20:00,01:30:00,910,1,7485
Jet Airways,2019-03-21,Banglore,Delhi,07:00:00,21:20:00,860,1,7832
Air India,2019-04-01,Kolkata,Banglore,20:45:00,23:20:00,155,0,4460
Multiple carriers,2019-06-27,Delhi,Cochin,10:20:00,19:15:00,535,1,7741
Jet Airways,2019-06-27,Delhi,Cochin,15:00:00,12:35:00,1295,1,10262
SpiceJet,2019-06-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873
Jet Airways,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,2,15812
Multiple carriers,2019-03-06,Delhi,Cochin,09:00:00,21:00:00,720,1,15136
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570,1,14781
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,12:35:00,1145,1,10262
IndiGo,2019-04-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,2754
IndiGo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,4049
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,16:20:00,590,1,8824
Air India,2019-06-18,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,3100
IndiGo,2019-05-09,Delhi,Cochin,06:50:00,22:30:00,940,1,6734
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,16:20:00,590,1,10844
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,12:35:00,1100,1,5406
Air India,2019-06-09,Delhi,Cochin,05:55:00,07:40:00,1545,2,10493
IndiGo,2019-06-12,Delhi,Cochin,07:30:00,21:00:00,810,1,6093
Air India,2019-05-09,Kolkata,Banglore,10:00:00,23:15:00,795,1,10203
SpiceJet,2019-05-15,Kolkata,Banglore,17:10:00,19:40:00,150,0,3841
Multiple carriers,2019-05-27,Delhi,Cochin,14:00:00,01:30:00,690,1,13377
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,09:25:00,690,1,12395
SpiceJet,2019-06-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,2017
IndiGo,2019-05-12,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804
Air India,2019-06-06,Delhi,Cochin,17:40:00,08:15:00,875,1,7258
Jet Airways,2019-03-06,Banglore,Delhi,21:25:00,09:30:00,725,1,17261
IndiGo,2019-04-01,Kolkata,Banglore,11:30:00,14:05:00,155,0,4174
Air India,2019-03-06,Mumbai,Hyderabad,17:20:00,14:50:00,150,2,11972
Jet Airways,2019-03-18,Banglore,Delhi,22:50:00,08:15:00,565,1,13555
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,15:55:00,420,2,23001
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,19:00:00,715,1,18371
Vistara,2019-06-12,Chennai,Kolkata,17:45:00,20:05:00,140,0,11982
IndiGo,2019-06-06,Kolkata,Banglore,06:20:00,10:20:00,240,1,4226
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,08:15:00,665,1,14388
IndiGo,2019-03-21,Chennai,Kolkata,07:55:00,10:15:00,140,0,3384
IndiGo,2019-06-18,Banglore,Delhi,01:30:00,04:15:00,165,0,3419
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,18:15:00,590,1,7064
IndiGo,2019-06-03,Delhi,Cochin,06:50:00,16:10:00,560,1,7514
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,13044
IndiGo,2019-06-06,Banglore,Delhi,18:25:00,21:20:00,175,0,4823
SpiceJet,2019-03-18,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,2437
Jet Airways,2019-04-09,Delhi,Cochin,23:05:00,19:00:00,1195,2,9483
Air Asia,2019-04-06,Kolkata,Banglore,19:55:00,22:25:00,150,0,3807
IndiGo,2019-05-18,Delhi,Cochin,08:30:00,21:00:00,750,1,7081
IndiGo,2019-06-01,Banglore,Delhi,13:00:00,15:50:00,170,0,3943
IndiGo,2019-03-09,Kolkata,Banglore,15:20:00,17:55:00,155,0,4148
Jet Airways,2019-06-24,Delhi,Cochin,10:00:00,19:00:00,540,1,10262
Air India,2019-05-21,Kolkata,Banglore,10:00:00,05:25:00,1165,2,13899
Jet Airways,2019-05-27,Delhi,Cochin,16:00:00,04:25:00,745,1,12898
Multiple carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720,1,8930
Multiple carriers,2019-05-06,Delhi,Cochin,19:00:00,01:30:00,390,1,8073
SpiceJet,2019-05-06,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841
Jet Airways,2019-05-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,8040
Air India,2019-05-18,Delhi,Cochin,17:20:00,09:25:00,965,1,7690
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705,1,10844
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,19:50:00,1495,1,13044
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,780,1,9535
IndiGo,2019-05-06,Banglore,Delhi,08:30:00,11:20:00,170,0,4823
SpiceJet,2019-04-27,Banglore,Delhi,09:30:00,12:20:00,170,0,4885
IndiGo,2019-06-03,Delhi,Cochin,23:30:00,04:35:00,305,1,11378
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,19:00:00,1485,1,10262
Jet Airways,2019-04-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,2228
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,21:05:00,690,1,10539
Air Asia,2019-06-18,Kolkata,Banglore,09:45:00,12:15:00,150,0,3807
Air Asia,2019-06-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,3807
Air India,2019-03-01,Banglore,Delhi,08:50:00,10:35:00,1545,2,31783
IndiGo,2019-03-06,Delhi,Cochin,04:45:00,13:20:00,515,1,13611
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2,15129
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,19:40:00,790,1,13339
Air India,2019-05-21,Delhi,Cochin,17:40:00,08:15:00,875,1,8151
Jet Airways,2019-03-01,Banglore,Delhi,07:00:00,18:25:00,685,1,26890
Jet Airways,2019-06-01,Banglore,Delhi,07:10:00,10:10:00,180,0,7229
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,15:45:00,470,1,8759
Air India,2019-04-09,Banglore,Delhi,17:00:00,19:50:00,170,0,5911
IndiGo,2019-03-15,Kolkata,Banglore,15:20:00,17:55:00,155,0,4148
IndiGo,2019-03-09,Banglore,Delhi,12:05:00,17:05:00,300,1,4588
Air India,2019-05-15,Kolkata,Banglore,05:50:00,12:30:00,1840,2,12723
Multiple carriers,2019-05-15,Delhi,Cochin,10:00:00,01:30:00,930,1,8073
Jet Airways,2019-05-15,Delhi,Cochin,02:15:00,12:35:00,620,1,12373
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,13292
Multiple carriers,2019-05-27,Delhi,Cochin,10:20:00,19:00:00,520,1,9794
IndiGo,2019-03-09,Delhi,Cochin,05:35:00,10:10:00,275,1,9476
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,04:40:00,730,1,13941
IndiGo,2019-06-24,Delhi,Cochin,07:30:00,21:00:00,810,1,6093
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,19:50:00,800,1,14781
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,22:35:00,965,1,13339
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,08:15:00,1090,1,14388
SpiceJet,2019-03-01,Chennai,Kolkata,08:20:00,10:35:00,135,0,7298
